https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1687132800,2023-06-19 00:00:00,ADA/USD,0.26017,0.26352,0.25735,0.26351,349679.93258096,92144.15903440877
1687046400,2023-06-18 00:00:00,ADA/USD,0.26352,0.26891,0.25984,0.26075,198000.95706289,51628.74955414856
1686960000,2023-06-17 00:00:00,ADA/USD,0.26289,0.27332,0.26127,0.26724,130138.49913444,34778.21250868774
1686873600,2023-06-16 00:00:00,ADA/USD,0.26000,0.26729,0.25373,0.26279,556454.37396855,146230.64493519528
1686787200,2023-06-15 00:00:00,ADA/USD,0.26297,0.26609,0.25276,0.26109,885176.22073168,231110.65947083433
1686700800,2023-06-14 00:00:00,ADA/USD,0.27455,0.27687,0.25665,0.26337,563515.59441383,148413.1021007704
1686614400,2023-06-13 00:00:00,ADA/USD,0.27489,0.28858,0.27023,0.27270,700892.74040873,191133.45030946066
1686528000,2023-06-12 00:00:00,ADA/USD,0.27198,0.28653,0.26537,0.27580,729115.96052038,201090.18191152078
1686441600,2023-06-11 00:00:00,ADA/USD,0.27475,0.28499,0.25964,0.27262,1709373.66694842,466009.4490834782
1686355200,2023-06-10 00:00:00,ADA/USD,0.29458,0.38500,0.21943,0.27565,7593185.46626036,2093061.5737746682
1686268800,2023-06-09 00:00:00,ADA/USD,0.32247,0.32333,0.29051,0.29505,1376761.06912177,406213.35344437824
1686182400,2023-06-08 00:00:00,ADA/USD,0.32104,0.32973,0.31945,0.32332,388571.08974938,125632.80473776955
1686096000,2023-06-07 00:00:00,ADA/USD,0.35186,0.35186,0.31611,0.32233,3603804.35563725,1161614.2579525548
1686009600,2023-06-06 00:00:00,ADA/USD,0.35108,0.35644,0.33707,0.35313,344008.90552172,121479.86480688499
1685923200,2023-06-05 00:00:00,ADA/USD,0.37719,0.37876,0.34725,0.35189,689903.19895192,242770.03667919114
1685836800,2023-06-04 00:00:00,ADA/USD,0.37942,0.38200,0.37738,0.37744,381668.17685551,144056.8366723437
